timestamp,image,x,y,event
1747833958.9816072,DSC_0002.JPG,,,image_on
1747833958.9982216,DSC_0002.JPG,,,image_on
1747833959.0142915,DSC_0002.JPG,,,image_on
1747833959.0313573,DSC_0002.JPG,,,image_on
1747833959.0473425,DSC_0002.JPG,,,image_on
1747833959.0652373,DSC_0002.JPG,,,image_on
1747833959.0800362,DSC_0002.JPG,,,image_on
1747833959.0976865,DSC_0002.JPG,,,image_on
1747833959.113617,DSC_0002.JPG,,,image_on
1747833959.132003,DSC_0002.JPG,,,image_on
1747833959.1482306,DSC_0002.JPG,,,image_on
1747833959.1651502,DSC_0002.JPG,,,image_on
1747833959.1808941,DSC_0002.JPG,,,image_on
1747833959.1982503,DSC_0002.JPG,0.0,0.0,image_on
1747833959.2139812,DSC_0002.JPG,0.0,0.0,image_on
1747833959.2319033,DSC_0002.JPG,0.0,0.0,image_on
1747833959.248144,DSC_0002.JPG,0.0,0.0,image_on
1747833959.2666166,DSC_0002.JPG,,,image_on
1747833959.2823575,DSC_0002.JPG,0.0,0.0,image_on
1747833959.2978117,DSC_0002.JPG,0.0,0.0,image_on
1747833959.3283346,DSC_0002.JPG,,,image_on
1747833959.3446162,DSC_0002.JPG,0.0,0.0,image_on
1747833959.3650355,DSC_0002.JPG,0.0,0.0,image_on
1747833959.3809912,DSC_0002.JPG,0.0,0.0,image_on
1747833959.406944,DSC_0002.JPG,0.0,0.0,image_on
1747833959.423094,DSC_0002.JPG,0.0,0.0,image_on
1747833959.438506,DSC_0002.JPG,0.0,0.0,image_on
1747833959.4694905,DSC_0002.JPG,,,image_on
1747833959.4851525,DSC_0002.JPG,0.0,0.0,image_on
1747833959.5010984,DSC_0002.JPG,0.0,0.0,image_on
1747833959.531292,DSC_0002.JPG,,,image_on
1747833959.546281,DSC_0002.JPG,0.0,0.0,image_on
1747833959.5648203,DSC_0002.JPG,0.0,0.0,image_on
1747833959.5935695,DSC_0002.JPG,0.0,0.0,image_on
1747833959.6115792,DSC_0002.JPG,0.0,0.0,image_on
1747833959.672786,DSC_0002.JPG,0.0,0.0,image_on
1747833959.688786,DSC_0002.JPG,0.0,0.0,image_on
1747833959.7197428,DSC_0002.JPG,,,image_on
1747833959.7503026,DSC_0002.JPG,,,image_on
1747833959.7664106,DSC_0002.JPG,0.0,0.0,image_on
1747833959.7817574,DSC_0002.JPG,0.0,0.0,image_on
1747833959.8127189,DSC_0002.JPG,,,image_on
1747833959.874617,DSC_0002.JPG,0.0,0.0,image_on
1747833959.904993,DSC_0002.JPG,0.0,0.0,image_on
1747833959.9208379,DSC_0002.JPG,0.0,0.0,image_on
1747833959.93615,DSC_0002.JPG,0.0,0.0,image_on
1747833959.9513385,DSC_0002.JPG,0.0,0.0,image_on
1747833959.9670782,DSC_0002.JPG,0.0,0.0,image_on
1747833959.983488,DSC_0002.JPG,0.0,0.0,image_on
1747833959.9994552,DSC_0002.JPG,0.0,0.0,image_on
1747833960.0298378,DSC_0002.JPG,0.0,0.0,image_on
1747833960.0449803,DSC_0002.JPG,0.0,0.0,image_on
1747833960.106286,DSC_0002.JPG,0.0,0.0,image_on
1747833960.1222951,DSC_0002.JPG,0.0,0.0,image_on
1747833960.1378186,DSC_0002.JPG,0.0,0.0,image_on
1747833960.1536124,DSC_0002.JPG,0.0,0.0,image_on
1747833960.1690006,DSC_0002.JPG,0.0,0.0,image_on
1747833960.1847396,DSC_0002.JPG,0.0,0.0,image_on
1747833960.200062,DSC_0002.JPG,0.0,0.0,image_on
1747833960.2159595,DSC_0002.JPG,0.0,0.0,image_on
1747833960.2468147,DSC_0002.JPG,,,image_on
1747833960.2626324,DSC_0002.JPG,0.0,0.0,image_on
1747833960.2825413,DSC_0002.JPG,0.0,0.0,image_on
1747833960.2996023,DSC_0002.JPG,0.0,0.0,image_on
1747833960.3166459,DSC_0002.JPG,0.0,0.0,image_on
1747833960.339604,DSC_0002.JPG,0.0,0.0,image_on
1747833960.3551958,DSC_0002.JPG,0.0,0.0,image_on
1747833960.370692,DSC_0002.JPG,0.0,0.0,image_on
1747833960.3866246,DSC_0002.JPG,0.0,0.0,image_on
1747833960.417273,DSC_0002.JPG,,,image_on
1747833960.4333122,DSC_0002.JPG,0.0,0.0,image_on
1747833960.4488854,DSC_0002.JPG,0.0,0.0,image_on
1747833960.4648867,DSC_0002.JPG,0.0,0.0,image_on
1747833960.4809573,DSC_0002.JPG,0.0,0.0,image_on
1747833960.4969609,DSC_0002.JPG,0.0,0.0,image_on
1747833960.5148866,DSC_0002.JPG,0.0,0.0,image_on
1747833960.5299485,DSC_0002.JPG,0.0,0.0,image_on
1747833960.5475316,DSC_0002.JPG,0.0,0.0,image_on
1747833960.5765066,DSC_0002.JPG,,,image_on
1747833960.5955338,DSC_0002.JPG,0.0,0.0,image_on
1747833960.6144674,DSC_0002.JPG,0.0,0.0,image_on
1747833960.6305337,DSC_0002.JPG,0.0,0.0,image_on
1747833960.655274,DSC_0002.JPG,0.0,0.0,image_on
1747833960.6712759,DSC_0002.JPG,0.0,0.0,image_on
1747833960.686572,DSC_0002.JPG,0.0,0.0,image_on
1747833960.70261,DSC_0002.JPG,0.0,0.0,image_on
1747833960.7185774,DSC_0002.JPG,0.0,0.0,image_on
1747833960.7496402,DSC_0002.JPG,,,image_on
1747833960.7653403,DSC_0002.JPG,0.0,0.0,image_on
1747833960.7838485,DSC_0002.JPG,0.0,0.0,image_on
1747833960.7991147,DSC_0002.JPG,0.0,0.0,image_on
1747833960.816607,DSC_0002.JPG,0.0,0.0,image_on
1747833960.8333364,DSC_0002.JPG,0.0,0.0,image_on
1747833960.8501503,DSC_0002.JPG,0.0,0.0,image_on
1747833960.8658562,DSC_0002.JPG,0.0,0.0,image_on
1747833960.8830428,DSC_0002.JPG,0.0,0.0,image_on
1747833960.904834,DSC_0002.JPG,0.0,0.0,image_on
1747833960.9196448,DSC_0002.JPG,0.0,0.0,image_on
1747833960.9347742,DSC_0002.JPG,0.0,0.0,image_on
1747833960.9503496,DSC_0002.JPG,0.0,0.0,image_on
1747833960.9660006,DSC_0002.JPG,0.0,0.0,image_on
1747833960.983139,DSC_0002.JPG,0.0,0.0,image_on
1747833960.9990356,DSC_0002.JPG,0.0,0.0,image_on
1747833961.016849,DSC_0002.JPG,0.0,0.0,image_on
1747833961.0331662,DSC_0002.JPG,0.0,0.0,image_on
1747833961.0497427,DSC_0002.JPG,0.0,0.0,image_on
1747833961.0734866,DSC_0002.JPG,,,image_on
1747833961.1042888,DSC_0002.JPG,0.0,0.0,image_on
1747833961.1197104,DSC_0002.JPG,0.0,0.0,image_on
1747833961.1351855,DSC_0002.JPG,0.0,0.0,image_on
1747833961.151146,DSC_0002.JPG,0.0,0.0,image_on
1747833961.1673443,DSC_0002.JPG,0.0,0.0,image_on
1747833961.1825721,DSC_0002.JPG,0.0,0.0,image_on
1747833961.2000759,DSC_0002.JPG,0.0,0.0,image_on
1747833961.216233,DSC_0002.JPG,0.0,0.0,image_on
1747833961.2439704,DSC_0002.JPG,,,image_on
1747833961.2632918,DSC_0002.JPG,0.0,0.0,image_on
1747833961.2836323,DSC_0002.JPG,0.0,0.0,image_on
1747833961.2990592,DSC_0002.JPG,0.0,0.0,image_on
1747833961.3209302,DSC_0002.JPG,0.0,0.0,image_on
1747833961.3361833,DSC_0002.JPG,0.0,0.0,image_on
1747833961.3516462,DSC_0002.JPG,0.0,0.0,image_on
1747833961.3675046,DSC_0002.JPG,0.0,0.0,image_on
1747833961.3834999,DSC_0002.JPG,0.0,0.0,image_on
1747833961.4140096,DSC_0002.JPG,,,image_on
1747833961.430356,DSC_0002.JPG,0.0,0.0,image_on
1747833961.4504108,DSC_0002.JPG,0.0,0.0,image_on
1747833961.467108,DSC_0002.JPG,0.0,0.0,image_on
1747833961.4838371,DSC_0002.JPG,0.0,0.0,image_on
1747833961.499817,DSC_0002.JPG,0.0,0.0,image_on
1747833961.517136,DSC_0002.JPG,0.0,0.0,image_on
1747833961.5369291,DSC_0002.JPG,0.0,0.0,image_on
1747833961.5521634,DSC_0002.JPG,0.0,0.0,image_on
1747833961.5822663,DSC_0002.JPG,,,image_on
1747833961.5975173,DSC_0002.JPG,0.0,0.0,image_on
1747833961.617297,DSC_0002.JPG,0.0,0.0,image_on
1747833961.6334543,DSC_0002.JPG,0.0,0.0,image_on
1747833961.6505518,DSC_0002.JPG,0.0,0.0,image_on
1747833961.6656644,DSC_0002.JPG,0.0,0.0,image_on
1747833961.6839006,DSC_0002.JPG,0.0,0.0,image_on
1747833961.6998467,DSC_0002.JPG,0.0,0.0,image_on
1747833961.720484,DSC_0002.JPG,0.0,0.0,image_on
1747833961.7357886,DSC_0002.JPG,0.0,0.0,image_on
1747833961.7513225,DSC_0002.JPG,0.0,0.0,image_on
1747833961.7814264,DSC_0002.JPG,,,image_on
1747833961.797119,DSC_0002.JPG,0.0,0.0,image_on
1747833961.8176932,DSC_0002.JPG,0.0,0.0,image_on
1747833961.833851,DSC_0002.JPG,0.0,0.0,image_on
1747833961.8507836,DSC_0002.JPG,0.0,0.0,image_on
1747833961.8665628,DSC_0002.JPG,0.0,0.0,image_on
1747833961.8848202,DSC_0002.JPG,0.0,0.0,image_on
1747833961.9054132,DSC_0002.JPG,0.0,0.0,image_on
1747833961.9215553,DSC_0002.JPG,0.0,0.0,image_on
1747833961.9370873,DSC_0002.JPG,0.0,0.0,image_on
1747833961.952471,DSC_0002.JPG,0.0,0.0,image_on
1747833961.9684894,DSC_0002.JPG,0.0,0.0,image_on
1747833961.9843066,DSC_0002.JPG,0.0,0.0,image_on
1747833962.0000908,DSC_0002.JPG,0.0,0.0,image_on
1747833962.0170503,DSC_0002.JPG,0.0,0.0,image_on
1747833962.0336087,DSC_0002.JPG,0.0,0.0,image_on
1747833962.050667,DSC_0002.JPG,0.0,0.0,image_on
1747833962.0779033,DSC_0002.JPG,,,image_on
1747833962.0971599,DSC_0002.JPG,0.0,0.0,image_on
1747833962.11775,DSC_0002.JPG,0.0,0.0,image_on
1747833962.1336179,DSC_0002.JPG,0.0,0.0,image_on
1747833962.1506128,DSC_0002.JPG,0.0,0.0,image_on
1747833962.1669302,DSC_0002.JPG,0.0,0.0,image_on
1747833962.1868222,DSC_0002.JPG,0.0,0.0,image_on
1747833962.202202,DSC_0002.JPG,0.0,0.0,image_on
1747833962.2174249,DSC_0002.JPG,0.0,0.0,image_on
1747833962.2486606,DSC_0002.JPG,,,image_on
1747833962.310998,DSC_0002.JPG,0.0,0.0,image_on
1747833962.3310673,DSC_0002.JPG,0.0,0.0,image_on
1747833962.351358,DSC_0002.JPG,0.0,0.0,image_on
1747833962.367737,DSC_0002.JPG,0.0,0.0,image_on
1747833962.3842752,DSC_0002.JPG,0.0,0.0,image_on
1747833962.4008107,DSC_0002.JPG,0.0,0.0,image_on
1747833962.4196358,DSC_0002.JPG,0.0,0.0,image_on
1747833962.4352198,DSC_0002.JPG,0.0,0.0,image_on
1747833962.4511921,DSC_0002.JPG,0.0,0.0,image_on
1747833962.4663563,DSC_0002.JPG,0.0,0.0,image_on
1747833962.4833565,DSC_0002.JPG,0.0,0.0,image_on
1747833962.4993584,DSC_0002.JPG,0.0,0.0,image_on
1747833962.5163612,DSC_0002.JPG,0.0,0.0,image_on
1747833962.5323677,DSC_0002.JPG,0.0,0.0,image_on
1747833962.5499046,DSC_0002.JPG,0.0,0.0,image_on
1747833962.5659008,DSC_0002.JPG,0.0,0.0,image_on
1747833962.5829089,DSC_0002.JPG,0.0,0.0,image_on
1747833962.5989,DSC_0002.JPG,0.0,0.0,image_on
1747833962.624908,DSC_0002.JPG,,,image_on
1747833962.6401806,DSC_0002.JPG,0.0,0.0,image_on
1747833962.656218,DSC_0002.JPG,0.0,0.0,image_on
1747833962.6721807,DSC_0002.JPG,0.0,0.0,image_on
1747833962.7042162,DSC_0002.JPG,0.0,0.0,image_on
1747833962.7347744,DSC_0002.JPG,,,image_on
1747833962.7508183,DSC_0002.JPG,0.0,0.0,image_on
1747833962.7685225,DSC_0002.JPG,0.0,0.0,image_on
1747833962.7979684,DSC_0002.JPG,,,image_on
1747833962.8150153,DSC_0002.JPG,0.0,0.0,image_on
1747833962.8355749,DSC_0002.JPG,0.0,0.0,image_on
1747833962.851978,DSC_0002.JPG,0.0,0.0,image_on
1747833962.86876,DSC_0002.JPG,0.0,0.0,image_on
1747833962.8909228,DSC_0002.JPG,,,image_on
1747833962.906743,DSC_0002.JPG,0.0,0.0,image_on
1747833962.9221604,DSC_0002.JPG,0.0,0.0,image_on
1747833962.9536953,DSC_0002.JPG,0.0,0.0,image_on
1747833962.9693465,DSC_0002.JPG,0.0,0.0,image_on
1747833962.9873102,DSC_0002.JPG,0.0,0.0,image_on
1747833963.0009673,DSC_0002.JPG,0.0,0.0,image_on
1747833963.032492,DSC_0002.JPG,,,image_on
1747833963.049014,DSC_0002.JPG,0.0,0.0,image_on
1747833963.0689394,DSC_0002.JPG,0.0,0.0,image_on
1747833963.0859518,DSC_0002.JPG,0.0,0.0,image_on
1747833963.1026497,DSC_0002.JPG,0.0,0.0,image_on
1747833963.1249106,DSC_0002.JPG,,,image_on
1747833963.1411438,DSC_0002.JPG,0.0,0.0,image_on
1747833963.1562734,DSC_0002.JPG,0.0,0.0,image_on
1747833963.1716325,DSC_0002.JPG,0.0,0.0,image_on
1747833963.2028391,DSC_0002.JPG,0.0,0.0,image_on
1747833963.2181695,DSC_0002.JPG,0.0,0.0,image_on
1747833963.2356968,DSC_0002.JPG,0.0,0.0,image_on
1747833963.2523172,DSC_0002.JPG,0.0,0.0,image_on
1747833963.27027,DSC_0002.JPG,0.0,0.0,image_on
1747833963.2968342,DSC_0002.JPG,,,image_on
1747833963.315858,DSC_0002.JPG,0.0,0.0,image_on
1747833963.3358932,DSC_0002.JPG,0.0,0.0,image_on
1747833963.352229,DSC_0002.JPG,0.0,0.0,image_on
1747833963.369012,DSC_0002.JPG,0.0,0.0,image_on
1747833963.385218,DSC_0002.JPG,0.0,0.0,image_on
1747833963.403422,DSC_0002.JPG,0.0,0.0,image_on
1747833963.4187145,DSC_0002.JPG,0.0,0.0,image_on
1747833963.435851,DSC_0002.JPG,0.0,0.0,image_on
1747833963.45446,DSC_0002.JPG,0.0,0.0,image_on
1747833963.4704976,DSC_0002.JPG,0.0,0.0,image_on
1747833963.485697,DSC_0002.JPG,0.0,0.0,image_on
1747833963.5037284,DSC_0002.JPG,0.0,0.0,image_on
1747833963.52065,DSC_0002.JPG,0.0,0.0,image_on
1747833963.537293,DSC_0002.JPG,0.0,0.0,image_on
1747833963.5518801,DSC_0002.JPG,0.0,0.0,image_on
1747833963.569162,DSC_0002.JPG,0.0,0.0,image_on
1747833963.585033,DSC_0002.JPG,0.0,0.0,image_on
1747833963.6023335,DSC_0002.JPG,0.0,0.0,image_on
1747833963.621114,DSC_0002.JPG,,,image_on
1747833963.6516902,DSC_0002.JPG,0.0,0.0,image_on
1747833963.6672397,DSC_0002.JPG,0.0,0.0,image_on
1747833963.6858976,DSC_0002.JPG,0.0,0.0,image_on
1747833963.7024148,DSC_0002.JPG,0.0,0.0,image_on
1747833963.7203453,DSC_0002.JPG,0.0,0.0,image_on
1747833963.7349277,DSC_0002.JPG,0.0,0.0,image_on
1747833963.7527747,DSC_0002.JPG,0.0,0.0,image_on
1747833963.768189,DSC_0002.JPG,0.0,0.0,image_on
1747833963.78986,DSC_0002.JPG,,,image_on
1747833963.8053029,DSC_0002.JPG,0.0,0.0,image_on
1747833963.8206427,DSC_0002.JPG,0.0,0.0,image_on
1747833963.8521738,DSC_0002.JPG,0.0,0.0,image_on
1747833963.8675554,DSC_0002.JPG,0.0,0.0,image_on
1747833963.8857608,DSC_0002.JPG,0.0,0.0,image_on
1747833963.9016523,DSC_0002.JPG,0.0,0.0,image_on
1747833963.9194112,DSC_0002.JPG,0.0,0.0,image_on
1747833963.935939,DSC_0002.JPG,0.0,0.0,image_on
1747833963.959616,DSC_0002.JPG,,,image_on
1747833963.9750428,DSC_0002.JPG,0.0,0.0,image_on
1747833964.6178045,DSC_0004.JPG,,,image_on
1747833964.6358757,DSC_0004.JPG,,,image_on
1747833964.6513965,DSC_0004.JPG,,,image_on
1747833964.668405,DSC_0004.JPG,,,image_on
1747833964.6843991,DSC_0004.JPG,,,image_on
1747833964.7013993,DSC_0004.JPG,0.0,0.0,image_on
1747833964.718401,DSC_0004.JPG,0.0,0.0,image_on
1747833964.735407,DSC_0004.JPG,0.0,0.0,image_on
1747833964.7533793,DSC_0004.JPG,0.0,0.0,image_on
1747833964.7706943,DSC_0004.JPG,0.0,0.0,image_on
